CODIGO,ESTACION,YEAR,MONTH,PP,TMAX,TMIN
105111,COCHALAN,1990,1,-999.0,-999.0,-999.0
105111,COCHALAN,1990,2,-999.0,-999.0,-999.0
105111,COCHALAN,1990,3,-999.0,-999.0,-999.0
105111,COCHALAN,1990,4,-999.0,-999.0,-999.0
105111,COCHALAN,1990,5,-999.0,-999.0,-999.0
105111,COCHALAN,1990,6,-999.0,-999.0,-999.0
105111,COCHALAN,1990,7,-999.0,-999.0,-999.0
105111,COCHALAN,1990,8,-999.0,-999.0,-999.0
105111,COCHALAN,1990,9,-999.0,-999.0,-999.0
105111,COCHALAN,1990,10,-999.0,-999.0,-999.0
105111,COCHALAN,1990,11,-999.0,-999.0,-999.0
105111,COCHALAN,1990,12,-999.0,-999.0,-999.0
105111,COCHALAN,1991,1,-999.0,-999.0,-999.0
105111,COCHALAN,1991,2,-999.0,-999.0,-999.0
105111,COCHALAN,1991,3,-999.0,-999.0,-999.0
105111,COCHALAN,1991,4,-999.0,-999.0,-999.0
105111,COCHALAN,1991,5,-999.0,-999.0,-999.0
105111,COCHALAN,1991,6,-999.0,-999.0,-999.0
105111,COCHALAN,1991,7,-999.0,-999.0,-999.0
105111,COCHALAN,1991,8,-999.0,-999.0,-999.0
105111,COCHALAN,1991,9,-999.0,-999.0,-999.0
105111,COCHALAN,1991,10,-999.0,-999.0,-999.0
105111,COCHALAN,1991,11,-999.0,-999.0,-999.0
105111,COCHALAN,1991,12,-999.0,-999.0,-999.0
105111,COCHALAN,1992,1,-999.0,-999.0,-999.0
105111,COCHALAN,1992,2,-999.0,-999.0,-999.0
105111,COCHALAN,1992,3,-999.0,-999.0,-999.0
105111,COCHALAN,1992,4,-999.0,-999.0,-999.0
105111,COCHALAN,1992,5,-999.0,-999.0,-999.0
105111,COCHALAN,1992,6,-999.0,-999.0,-999.0
105111,COCHALAN,1992,7,-999.0,-999.0,-999.0
105111,COCHALAN,1992,8,-999.0,-999.0,-999.0
105111,COCHALAN,1992,9,-999.0,-999.0,-999.0
105111,COCHALAN,1992,10,-999.0,-999.0,-999.0
105111,COCHALAN,1992,11,-999.0,-999.0,-999.0
105111,COCHALAN,1992,12,-999.0,-999.0,-999.0
105111,COCHALAN,1993,1,-999.0,-999.0,-999.0
105111,COCHALAN,1993,2,-999.0,-999.0,-999.0
105111,COCHALAN,1993,3,-999.0,-999.0,-999.0
105111,COCHALAN,1993,4,-999.0,-999.0,-999.0
105111,COCHALAN,1993,5,-999.0,-999.0,-999.0
105111,COCHALAN,1993,6,-999.0,-999.0,-999.0
105111,COCHALAN,1993,7,-999.0,-999.0,-999.0
105111,COCHALAN,1993,8,-999.0,-999.0,-999.0
105111,COCHALAN,1993,9,-999.0,-999.0,-999.0
105111,COCHALAN,1993,10,-999.0,-999.0,-999.0
105111,COCHALAN,1993,11,-999.0,-999.0,-999.0
105111,COCHALAN,1993,12,-999.0,-999.0,-999.0
105111,COCHALAN,1994,1,-999.0,-999.0,-999.0
105111,COCHALAN,1994,2,-999.0,-999.0,-999.0
105111,COCHALAN,1994,3,-999.0,-999.0,-999.0
105111,COCHALAN,1994,4,-999.0,-999.0,-999.0
105111,COCHALAN,1994,5,-999.0,-999.0,-999.0
105111,COCHALAN,1994,6,-999.0,-999.0,-999.0
105111,COCHALAN,1994,7,-999.0,-999.0,-999.0
105111,COCHALAN,1994,8,-999.0,-999.0,-999.0
105111,COCHALAN,1994,9,-999.0,-999.0,-999.0
105111,COCHALAN,1994,10,-999.0,-999.0,-999.0
105111,COCHALAN,1994,11,-999.0,-999.0,-999.0
105111,COCHALAN,1994,12,-999.0,-999.0,-999.0
105111,COCHALAN,1995,1,-999.0,-999.0,-999.0
105111,COCHALAN,1995,2,-999.0,-999.0,-999.0
105111,COCHALAN,1995,3,-999.0,-999.0,-999.0
105111,COCHALAN,1995,4,-999.0,-999.0,-999.0
105111,COCHALAN,1995,5,-999.0,-999.0,-999.0
105111,COCHALAN,1995,6,-999.0,-999.0,-999.0
105111,COCHALAN,1995,7,-999.0,-999.0,-999.0
105111,COCHALAN,1995,8,-999.0,-999.0,-999.0
105111,COCHALAN,1995,9,-999.0,-999.0,-999.0
105111,COCHALAN,1995,10,-999.0,-999.0,-999.0
105111,COCHALAN,1995,11,-999.0,-999.0,-999.0
105111,COCHALAN,1995,12,-999.0,-999.0,-999.0
105111,COCHALAN,1996,1,-999.0,-999.0,-999.0
105111,COCHALAN,1996,2,-999.0,-999.0,-999.0
105111,COCHALAN,1996,3,-999.0,-999.0,-999.0
105111,COCHALAN,1996,4,-999.0,-999.0,-999.0
105111,COCHALAN,1996,5,-999.0,-999.0,-999.0
105111,COCHALAN,1996,6,-999.0,-999.0,-999.0
105111,COCHALAN,1996,7,-999.0,-999.0,-999.0
105111,COCHALAN,1996,8,-999.0,-999.0,-999.0
105111,COCHALAN,1996,9,-999.0,-999.0,-999.0
105111,COCHALAN,1996,10,-999.0,-999.0,-999.0
105111,COCHALAN,1996,11,-999.0,-999.0,-999.0
105111,COCHALAN,1996,12,-999.0,-999.0,-999.0
105111,COCHALAN,1997,1,-999.0,-999.0,-999.0
105111,COCHALAN,1997,2,-999.0,-999.0,-999.0
105111,COCHALAN,1997,3,-999.0,-999.0,-999.0
105111,COCHALAN,1997,4,-999.0,-999.0,-999.0
105111,COCHALAN,1997,5,-999.0,-999.0,-999.0
105111,COCHALAN,1997,6,-999.0,-999.0,-999.0
105111,COCHALAN,1997,7,-999.0,-999.0,-999.0
105111,COCHALAN,1997,8,-999.0,-999.0,-999.0
105111,COCHALAN,1997,9,-999.0,-999.0,-999.0
105111,COCHALAN,1997,10,-999.0,-999.0,-999.0
105111,COCHALAN,1997,11,-999.0,-999.0,-999.0
105111,COCHALAN,1997,12,-999.0,-999.0,-999.0
105111,COCHALAN,1998,1,-999.0,-999.0,-999.0
105111,COCHALAN,1998,2,-999.0,-999.0,-999.0
105111,COCHALAN,1998,3,-999.0,-999.0,-999.0
105111,COCHALAN,1998,4,-999.0,-999.0,-999.0
105111,COCHALAN,1998,5,-999.0,-999.0,-999.0
105111,COCHALAN,1998,6,-999.0,-999.0,-999.0
105111,COCHALAN,1998,7,-999.0,-999.0,-999.0
105111,COCHALAN,1998,8,-999.0,-999.0,-999.0
105111,COCHALAN,1998,9,-999.0,-999.0,-999.0
105111,COCHALAN,1998,10,-999.0,-999.0,-999.0
105111,COCHALAN,1998,11,-999.0,-999.0,-999.0
105111,COCHALAN,1998,12,-999.0,-999.0,-999.0
105111,COCHALAN,1999,1,-999.0,-999.0,-999.0
105111,COCHALAN,1999,2,-999.0,-999.0,-999.0
105111,COCHALAN,1999,3,-999.0,-999.0,-999.0
105111,COCHALAN,1999,4,-999.0,-999.0,-999.0
105111,COCHALAN,1999,5,-999.0,-999.0,-999.0
